Fcgr2b	0.996601105009645	Fcgr3
Fcgr2b	0.985359102173155	Ifitm3
Fcgr2b	0.985781933506434	Irf8
Fcgr2b	0.970910261659664	Hist1h4a
Fcgr2b	0.984258073626334	Gfap
Fcgr2b	0.993737901248577	Lgals1
Fcgr2b	0.987453519309254	Alox5ap
Fcgr2b	0.992650504749183	Tyrobp
Fcgr2b	0.997054808888259	Apoc2
Fcgr2b	0.993164396460518	Lgals3
Arg1	0.968918560080835	Ncf1
Arg1	0.962538132117325	Psmb9
Arg1	0.983760026051744	S100a9
Arg1	0.986065576174278	C4b
Arg1	0.970096648526882	Fcgr3
Arg1	0.975167864076858	Hist1h4a
Arg1	0.998602047280857	Gfap
Arg1	0.987326327321179	Lgals1
Arg1	0.959744620364682	Tyrobp
Arg1	0.977528486806843	Timp1
Arg1	0.981111806703708	Socs3
Arg1	0.9706766705761	Apoc2
Arg1	0.99867968225849	Lgals3
Cfp	0.982500141570573	Ncf1
Cfp	0.997091619784719	Psmb9
Cfp	0.980170031991404	Ctss
Cfp	0.970351690329142	Ifit3
Cfp	0.98705691159028	Fcgr3
Cfp	0.999321528957414	Ifitm3
Cfp	0.985849190337892	Ifitm1
Cfp	0.988870487865899	Irf8
Cfp	0.962714567745919	Hist1h4a
Cfp	0.978149027184523	Lgals1
Cfp	0.986099163757602	Alox5ap
Cfp	0.993807858047306	Tyrobp
Cfp	0.985845786991988	Hmox1
Cfp	0.990293563074146	Apoc2
Cfp	0.963211753505367	Lgals3
Ifi35	0.968282779310196	Ncf1
Ifi35	0.986348280682339	Psmb9
Ifi35	0.971926035632218	Fcgr3
Ifi35	0.984509639007873	Ifitm3
Ifi35	0.967646043209723	Irf8
Ifi35	0.985978306897891	Hist1h4a
Ifi35	0.960311852674469	Gfap
Ifi35	0.98341245413191	Lgals1
Ifi35	0.960625551586844	Alox5ap
Ifi35	0.97715553892604	Tyrobp
Ifi35	0.976969473554086	Apoc2
Ifi35	0.974681523797556	Lgals3
Cryba4	0.963598029279706	Arpc1b
Cryba4	0.976081330674007	Ifit3
Cryba4	0.9785263216725	Ifitm1
Cryba4	0.965511980222554	Mpeg1
Cryba4	0.986248776739371	Hist1h2ao
Cryba4	0.96619636991666	Hmox1
Cryba4	0.976461759454415	Irgm1
Ctsh	0.966993910727723	Ncf1
Ctsh	0.981440230039607	Psmb9
Ctsh	0.996421417085542	Ctss
Ctsh	0.982702993362709	Arpc1b
Ctsh	0.994770188808194	Ifit3
Ctsh	0.973079341436834	Fcgr3
Ctsh	0.989741645609089	Ifitm3
Ctsh	0.997869621494402	Ifitm1
Ctsh	0.983626699453299	Irf8
Ctsh	0.984779480201162	Alox5ap
Ctsh	0.983666811561354	Tyrobp
Ctsh	0.999100918494611	Hmox1
Ctsh	0.988379351796481	Irgm1
Ctsh	0.974978833743933	Apoc2
Lcn2	0.959987802166859	S100a9
Lcn2	0.990620601151993	Mmp3
Lcn2	0.976535958663916	C4b
Lcn2	0.995753109033731	Apoc1
Lcn2	0.985401453059005	Timp1
Lcn2	0.981980248924634	Socs3
S100a4	0.986860661073794	S100a9
S100a4	0.999698377110551	C4b
S100a4	0.960162148427834	Apoc1
S100a4	0.981714772204996	Gfap
S100a4	0.999505118119542	Timp1
S100a4	0.999219576476513	Socs3
S100a4	0.97106141346277	Lgals3
Ptpn18	0.96722523365898	Psmb9
Ptpn18	0.971494854503508	Ctss
Ptpn18	0.962160294815866	Arpc1b
Ptpn18	0.981192701870562	Ifit3
Ptpn18	0.978226509858777	Ifitm3
Ptpn18	0.995337809651227	Ifitm1
Ptpn18	0.962179449280129	Tyrobp
Ptpn18	0.984725169632857	Hmox1
Ptpn18	0.974175186728991	Irgm1
